director_name,ceremony,year,category,outcome,original_language
Whoopi Goldberg,"Academy Awards, USA",1986.0,Oscar,Nominated,en
Charles A. Nichols,Motion Picture Screen Cartoonists Awards,1985.0,Golden Award,Won,en
Jonathan Taïeb,"Honolulu Film Awards, US",2013.0,Aloha Accolade,Won,en
Martijn van Nellestijn,Rembrandt Awards,2013.0,Rembrandt Award,Nominated,nl
Andrés Wood,Havana Film Festival,1999.0,Best Unpublished Screenplay,Won,es
Huang Lei,Huabiao Film Awards,2004.0,Huabiao Film Award,Nominated,zh
Karen Black,"National Board of Review, USA",1971.0,NBR Award,Won,en
Garth Jennings,British Independent Film Awards,2008.0,British Independent Film Award,Nominated,en
Dick Maas,Warsaw International Film Festival,1992.0,Audience Award,Nominated,nl
Michael Seater,Gemini Awards,2009.0,Gemini,Won,en
Piers Haggard,The Stinkers Bad Movie Awards,1980.0,Stinker Award,Nominated,en
Per Carleson,Chicago International Film Festival,1997.0,Silver Plaque,Nominated,en
Bruce W. Smith,CableACE Awards,1995.0,CableACE,Nominated,en
David Oelhoffen,Norwegian International Film Festival,2015.0,Ecumenical Film Award,Won,fr
Rotimi Rainwater,Manhattan Film Festival,2013.0,Film Heals Award,Won,en
Dan Gilroy,Utah Film Critics Association Awards,2014.0,UFCA Award,2nd place,en
Masayuki Suo,Santa Barbara International Film Festival,2011.0,Jury Award,Nominated,ja
Ivano De Matteo,Torino Film Festival,1999.0,Special Mention,Won,it
Tom Lin,Golden Horse Film Festival,2015.0,Golden Horse Award,Nominated,zh
Guillaume Pierret,Miami Short Film Festival,2012.0,Committee Award,Nominated,en
Kevin Costner,Los Angeles Film Critics Association Awards,1990.0,New Generation Award,2nd place,en
Charlotte Brandström,Cognac Festival du Film Policier,2001.0,Grand Prix,Won,fr
Gaurav Seth,San Francisco International Asian American Film Festival,2005.0,Jury Award,Nominated,en
Thet Sambath,Asia Pacific Screen Awards,2010.0,Asia Pacific Screen Award,Nominated,en
Barry Levinson,The Stinkers Bad Movie Awards,1992.0,Stinker Award,Nominated,en
Matthias Schweighöfer,"Undine Awards, Austria",2008.0,Undine Award,Nominated,de
Stewart Copeland,CableACE Awards,1993.0,CableACE,Won,en
Marilou Berry,"Étoiles d'Or, France",2005.0,Étoile d'Or,Won,fr
Lee Daniels,American Black Film Festival,2010.0,Career Achievement Award,Won,en
Stanley Kubrick,New York Film Critics Circle Awards,1964.0,NYFCC Award,2nd place,en
Francis Ford,Moscow International Film Festival,1983.0,Golden Prize,Nominated,en
Wolfgang Thaler,Marburg Camera Award,2009.0,Marburg Camera Award,Won,de
Tony Gatlif,Ghent International Film Festival,2006.0,Grand Prix,Nominated,fr
Jefferson Lewis,Genie Awards,1994.0,Genie,Nominated,en
Emanuele Crialese,"Capri, Hollywood",2006.0,Capri Movie of the Year Award,Won,it
Paolo Sorrentino,Golden Ciak Awards,2012.0,Golden Ciak,Nominated,en
Darren Aronofsky,Fantasia Film Festival,1998.0,Best International Film,3rd place,en
Adam Wingard,BloodGuts UK Horror Awards,2014.0,BloodGuts UK Horror Award,Nominated,en
Robert Redford,San Francisco Film Critics Circle,2013.0,SFFCC Award,Nominated,en
Rumle Hammerich,Bodil Awards,2010.0,Bodil,Nominated,sv
Danny Boyle,Gold Derby Awards,2011.0,Gold Derby Award,Nominated,en
Anne Émond,Toronto International Film Festival,2011.0,Best Canadian First Feature Film - Special Jury Citation,Won,fr
Marty Callner,Primetime Emmy Awards,2010.0,Primetime Emmy,Nominated,en
Eduardo Mignogna,Goya Awards,1997.0,Goya,Won,es
Hilton Lacerda,Cinema Brazil Grand Prize,2012.0,Cinema Brazil Grand Prize,Nominated,pt
Paprika Steen,Robert Festival,2015.0,Robert,Nominated,da
Jay Dubin,Daytime Emmy Awards,1998.0,Daytime Emmy,Nominated,en
Antonio Cuadri,"Atv Awards, Spain",2011.0,Atv Award,Nominated,es
Yongyoot Thongkongtoon,Berlin International Film Festival,2001.0,"Reader Jury of the ""Siegessäule""",Won,th
Ivan Villamel,UK Screen One International Film Festival,2016.0,UK Screen One International Film Festival Award,Won,en
Hisham Zaman,Abu Dhabi Film Festival,2013.0,New Horizons Competition,Won,en
Rea Tajiri,VC FilmFest - Los Angeles Asian Pacific Film Festival,2014.0,Grand Jury Prize,Nominated,en
M. Legend Brown,Bare Bones International Film & Music Festival,2016.0,Bonehead Award,Won,en
Patrick Dempsey,Primetime Emmy Awards,2001.0,Primetime Emmy,Nominated,en
Tim Plester,Filmstock International Film Festival,2008.0,Audience Award,Won,en
Stephan Komandarev,Warsaw International Film Festival,2008.0,Grand Prix,Nominated,bg
Steven de Jong,"Golden and Platin Film, Netherlands",2011.0,Golden Film,Won,nl
Amma Asante,TheWIFTS Foundation International Visionary Awards,2013.0,The Adrienne Fancey Award,Won,en
Mike Brune,Atlanta Film Festival,2013.0,Grand Jury Award,Won,en
Roger Gual,"Cinema Writers Circle Awards, Spain",2003.0,CEC Award,Won,es
Richie Mehta,San Francisco International Asian American Film Festival,2008.0,Jury Award,Won,en
John McGrath,BAFTA Awards,1996.0,Alexander Korda Award for Best British Film,Nominated,en
José Ramón Novoa,Santa Barbara International Film Festival,2010.0,Nueva Vision Award,Nominated,en
Hannah Espia,Cinefilipino Film Festival,2016.0,Jury Prize,2nd place,en
Esen Isik,Braunschweig International Film Festival,2015.0,Der Heinrich,Nominated,tr
Tim Southam,Directors Guild of Canada,2006.0,DGC Craft Award,Nominated,en
Andrew Stanton,International Online Film Critics' Poll,2009.0,IOFCP Award,Won,en
Bert Haanstra,Nederlands Film Festival,1983.0,Prize of the City of Utrecht,Won,nl
Wang Baoqiang,Deauville Asian Film Festival,2003.0,Lotus,Won,zh
Mike Hoover,"Academy Awards, USA",1985.0,Oscar,Won,en
Pedro Cezar,São Paulo International Film Festival,2004.0,Audience Award,Won,pt
Benoît Mariage,Tampere International Short Film Festival,1998.0,Special Prize of the Jury,Won,fr
Meg Richman,Seattle International Film Festival,2000.0,Atom Films Short Film Award,Won,en
Michael Sturminger,Schwerin Art of Film Festival,2004.0,Flying Ox,Won,en
Valerie Veatch,Sitges - Catalonian International Film Festival,2012.0,New Visions Award,Won,en
Alvaro Ron,Philadelphia FirstGlance Film Festival,2015.0,Festival Award,Nominated,en
Daniel Gruener,Mar del Plata Film Festival,2007.0,Best Latin-American Film,Nominated,es
Rob Burnett,"Writers Guild of America, USA",2000.0,WGA Award (TV),Nominated,en
Eugenio Zanetti,"Academy Awards, USA",1999.0,Oscar,Nominated,es
Peter Pau,Hong Kong Society of Cinematographers (HKSC) Awards,2006.0,HKSC Award,Won,en
Bala,Filmfare Awards South,2002.0,Filmfare Award - Tamil Film Industry,Nominated,ta
Michael Herz,Fantasporto,1991.0,International Fantasy Film Award,Nominated,en
Ken Finkleman,Gemini Awards,2004.0,Gemini,Nominated,en
François Dupeyron,"César Awards, France",1985.0,César,Won,fr
Adriano Goldman,BAFTA Awards,2017.0,BAFTA TV Award,Nominated,en
Jane Campion,"National Society of Film Critics Awards, USA",1994.0,NSFC Award,Won,en
Aziz Ansari,Image Awards,2016.0,Image Award,Nominated,en
Leonor Teles,Hamptons International Film Festival,2016.0,Golden Starfish Award,Nominated,en
Philippe de Chauveron,"Lumiere Awards, France",2015.0,Lumiere Award,Won,fr
David Schmoeller,Fantasporto,1990.0,International Fantasy Film Award,Nominated,en
Jérôme Cohen-Olivar,Montréal World Film Festival,2015.0,Prize of the Ecumenical Jury,Won,fr
Jarmo Lampela,Jussi Awards,2002.0,Jussi,Won,fi
Lev L. Spiro,Online Film & Television Association,2013.0,OFTA Television Award,Won,en
Anthony,Seoul International Drama Awards,2016.0,People's Choice Award,Won,ta
Henning Carlsen,Bodil Awards,1968.0,Bodil,Won,da
Cesare Zavattini,Italian National Syndicate of Film Journalists,1949.0,Silver Ribbon,Won,en
Kai Stanicke,Winter Film Awards,2016.0,Award of Excellence,Nominated,en
Oren Moverman,Berlin International Film Festival,2009.0,Peace Film Award,Won,en
Eduardo Vaisman,"Motion Picture Sound Editors, USA",2005.0,Golden Reel Award,Nominated,en
Rémy Burkel,International Documentary Association,2008.0,IDA Award,Won,de
Vanessa Redgrave,"National Society of Film Critics Awards, USA",1986.0,NSFC Award,Won,en
Chris Martinez,Star Awards for Movies,2010.0,Star Award,Nominated,en
Guy Jenkin,Writers' Guild of Great Britain,1995.0,Writers' Guild of Great Britain Award,Won,en
Kichitaro Negishi,Montréal World Film Festival,2009.0,Grand Prix des Amériques,Nominated,ja
Brie Larson,Seattle Film Critics Awards,2014.0,Seattle Film Critics Award,Won,en
Jerry Ciccoritti,Directors Guild of Canada,2007.0,DGC Team Award,Won,en
Kiefer Sutherland,Bodil Awards,2012.0,Bodil,Nominated,en
Jeff Probst,Gold Derby Awards,2012.0,Gold Derby TV Award,Nominated,en
Courtney Hunt,Film Independent Spirit Awards,2009.0,Independent Spirit Award,Nominated,en
Alonso Ruiz Palacios,AFI Fest,2014.0,Grand Jury Prize - Special Mention,Won,es
John David Coles,Chicago International Film Festival,1983.0,Gold Hugo,Nominated,en
Fred Breinersdorfer,Artur Brauner Award,2005.0,Artur Brauner Award,Won,de
JoJo Henrickson,Dada Saheb Phalke Film Festival,2015.0,Jury Prize,Nominated,en
Gary Halvorson,Daytime Emmy Awards,2006.0,Daytime Emmy,Won,en
Mike Reiss,Primetime Emmy Awards,1990.0,Primetime Emmy,Nominated,en
Daniel Syrkin,Vesoul Asian Film Festival,2007.0,Golden Wheel,Won,en
Jerzy Domaradzki,Australian Film Institute,1990.0,AFI Award,Nominated,en
Anne Wheeler,Genie Awards,1989.0,Genie,Won,en
Armando Iannucci,British Independent Film Awards,2009.0,British Independent Film Award,Nominated,en
Jason Gray,Screen Actors Guild Awards,2002.0,Actor,Nominated,ja
Kirby Dick,Alliance of Women Film Journalists,2016.0,EDA Award,Nominated,en
Hsu Hsiao-Ming,Yamagata International Documentary Film Festival,1997.0,Robert and Frances Flaherty Prize,Nominated,zh
Liv Ullmann,Italian Online Movie Awards (IOMA),2015.0,Lifetime Achievement Award (Premio alla carriera),Won,sv
Mike Leigh,British Film Institute Awards,2005.0,BFI Fellowship,Won,en
Shrihari Sathe,International Film Festival of India,2014.0,Silver Peacock,Won,en
Brent Shields,Character and Morality in Entertainment Awards,2005.0,Camie,Won,en
Noaz Deshe,"T-Mobile New Horizons International Film Festival, Poland",2014.0,Audience Award,Won,en
Carl Reiner,"Directors Guild of America, USA",2007.0,DGA Honorary Life Member Award,Won,en
Natalia Koryncka-Gruz,Oberhausen International Short Film Festival,1987.0,Main Prize,Won,pl
Aureliano Amadei,"Kineo Awards, Italy",2011.0,Kineo Award,Won,it
Alain Guiraudie,CinEuphoria Awards,2014.0,CinEuphoria,Nominated,fr
Malik Vitthal,Sundance Film Festival,2014.0,Audience Award,Won,en
Tomislav Radić,Pula Film Festival,2005.0,Golden Arena,Won,hr
Ignacio Vilar,Goya Awards,2015.0,Goya,Nominated,en
Jean-Pierre De Decker,Taormina International Film Festival,1986.0,Golden Charybdis,Nominated,en
Ghazi Albuliwi,Montpellier Mediterranean Film Festival,2013.0,Special Jury Award for Best Actor,Won,en
Jeremy Lovering,iHorror Awards,2015.0,iHorror Award,Nominated,en
Antonin Svoboda,"Austrian Film Award, AT",2017.0,Austrian Film Award,Nominated,de
Ventura Pons,Cartagena Film Festival,2007.0,Golden India Catalina,Nominated,en
Renata Pinheiro,BRAFFTV - Brazilian Film & Television Festival of Toronto,2014.0,Golden Mapple,Won,pt
Gary Nadeau,Heartland Film Festival,1994.0,Crystal Heart Award,Won,en
Partho Sen-Gupta,Durban International Film Festival,2015.0,Best Film,Won,hi
Paul Awad,International Academy of Web Television Awards,2014.0,IAWTV Award,Nominated,en
Tommy Jones,Screen Actors Guild Awards,2008.0,Actor,Nominated,en
Colin Barr,"Broadcast Awards, UK",2016.0,Broadcast Awards,Nominated,en
Usama Alshaibi,CAAMFest,2014.0,Jury Award,Nominated,en
Lodge Kerrigan,Deauville Film Festival,2005.0,Jury Special Prize,Won,en
Angelo Cianci,Berlin International Film Festival,2011.0,FIPRESCI Prize,Won,en
Ram Gopal Varma,Nandi Awards,1991.0,Nandi Award,Won,hi
John Stimpson,Savannah Film Festival,2003.0,Best Short,Won,en
Claudia Morgado,Berlin International Film Festival,1996.0,Teddy,Won,en
Wojciech Staron,Polish Film Awards,2014.0,Eagle,Won,en
Dustin Guy Defa,Locarno International Film Festival,2017.0,Golden Leopard - Filmmakers of the Present,Nominated,en
Damjan Kozole,Slovene Film Festival,2000.0,Slovene Film Critics Association Award,Won,sl
Álex de la Iglesia,Gramado Film Festival,1998.0,Golden Kikito,Nominated,es
Michelle Pollino,"FilmOut San Diego, US",2011.0,FilmOut Festival Award,Won,en
Stefan Ruzowitzky,Berlin International Film Festival,2007.0,Golden Berlin Bear,Nominated,de
Sajid Khan,The Ghanta Awards,2014.0,Ghanta Award,Won,hi
Paul Berczeller,BAFTA Awards,2004.0,BAFTA TV Award,Nominated,en
Myroslav Slaboshpytskyi,Warsaw International Film Festival,2014.0,Competition 1-2 Award,Nominated,en
Hema Malini,Zee Cine Awards,2004.0,Popular Award,Nominated,en
Even Hafnor,European Film Awards,2016.0,European Film Award,Nominated,en
Bonnie Hunt,"Golden Globes, USA",2004.0,Golden Globe,Nominated,en
Éric Rohmer,New York Film Critics Circle Awards,1970.0,NYFCC Award,Won,fr
Bengt Forslund,New York Film Critics Circle Awards,1973.0,NYFCC Award,3rd place,en
Jaime Tello,"Ariel Awards, Mexico",1988.0,Silver Ariel,Nominated,en
Veronica Kedar,Chéries-Chéris,2012.0,Grand Prize Chéries-Chéris,Nominated,en
Anthony Quinn,Laurel Awards,1970.0,Golden Laurel,Nominated,en
Stathis Athanasiou,Filmstock International Film Festival,2006.0,Short Film Award,Nominated,el
Joël Farges,Cannes Film Festival,1980.0,Palme d'Or - Best Short Film,Nominated,de
Drew Barrymore,Alliance of Women Film Journalists,2009.0,EDA Female Focus Award,Nominated,en
Tonje Hessen Schei,Bergen International Film Festival,2014.0,Best Documentary,Won,en
Joel Coen,"Academy Awards, USA",2010.0,Oscar,Nominated,en
Raúl Ruiz,Lima Latin American Film Festival,2006.0,Critics Award,Won,en
Kô Nakahira,Cannes Film Festival,1971.0,Palme d'Or,Nominated,ja
Yosuke Nakagawa,Stockholm Film Festival,1998.0,Bronze Horse,Nominated,ja
Paolo Sorrentino,Golden Ciak Awards,2009.0,Golden Ciak,Won,en
Huang Jianxin,Tokyo International Film Festival,1994.0,Tokyo Grand Prix,Nominated,en
Yianni Warnock,SXSW Film Festival,2015.0,SXSW Grand Jury Award,Nominated,en
Chung-Ryoul Lee,Shanghai International TV Festival,2010.0,Magnolia Award,2nd place,ko
James L. Brooks,"Writers Guild of America, USA",1998.0,WGA Award (Screen),Won,en
Hatem Khraiche,Málaga Spanish Film Festival,2009.0,Silver Biznaga,Nominated,es
Larry Hankin,Los Angeles Independent Film Festival Awards,2015.0,LAIFF April Award,Nominated,en
Christopher Doyle,IF Awards,2002.0,IF Award,Nominated,en
Aimee Lagos,Montréal World Film Festival,2003.0,First Prize (Short Films),Nominated,en
James Franco,Women Film Critics Circle Awards,2014.0,Just Kidding Award,Won,en
Mark Ruffalo,PGA Awards,2015.0,PGA Award,Nominated,en
Brock Simpson,Philadelphia Film Festival,2003.0,Jury Award,Won,en
Elizabeth Banks,Las Vegas Film Critics Society Awards,2015.0,Sierra Award,Won,en
Vito Zagarrio,Torino International Festival of Young Cinema,1995.0,Best Italian Short Film of the Year,Nominated,it
Marc Esposito,Montréal World Film Festival,2003.0,Grand Prix des Amériques,Nominated,fr
Alain Resnais,Prix Louis Delluc,1993.0,Prix Louis Delluc,Won,fr
Kristina Grozeva,Sakhalin International Film Festival,2017.0,Grand Prix,Nominated,bg
Fred Zinnemann,"Academy Awards, USA",1960.0,Oscar,Nominated,en
Marcus Koch,Fantaspoa International Fantastic Film Festival,2015.0,Jury Award,Won,en
Daniel García-Pablos,Uruguay International Film Festival,2004.0,Best Film,Nominated,es
Dennis Quaid,Toronto Film Critics Association Awards,2002.0,TFCA Award,Nominated,en
Richard Linklater,Broadcast Film Critics Association Awards,2015.0,Critics Choice Award,Nominated,en
Randy Bradshaw,CableACE Awards,1995.0,CableACE,Nominated,en
Isabel Coixet,Argentinean Film Critics Association Awards,2008.0,Silver Condor,Nominated,en
Jan Svěrák,Pilsen Film Festival,2010.0,Golden Kingfisher,Won,cs
Håkon Liu,Czech Gay and Lesbian Film Festival,2005.0,Best Short,Won,en
Vicko Ruić,Mystfest,1996.0,Best Film,Nominated,en
Ning Hao,Huabiao Film Awards,2007.0,Huabiao Film Award,Won,zh
Gianmarco Tognazzi,Salerno Shadowline Film Festival,1997.0,Shadowline Award,Won,it
Paul Sarossy,Primetime Emmy Awards,2011.0,Primetime Emmy,Nominated,en
Stéphane Aubier,Warsaw International Film Festival,2009.0,Free Spirit Award,Nominated,fr
Carlos Sorin,San Sebastián International Film Festival,2002.0,Special Prize of the Jury,Won,en
Hany Abu-Assad,New Zealand International Film Festival,2016.0,Audience Award,Nominated,en
Francesca Comencini,Venice Film Festival,2009.0,Pasinetti Award,Won,it
George Clooney,San Francisco Film Critics Circle,2005.0,SFFCC Award,Won,en
Leo Regan,Prix Italia,2001.0,Prix Italia,Nominated,en
Björn Ulvaeus,BAFTA Awards,2009.0,Anthony Asquith Award for Film Music,Nominated,de
F.C. Rabbath,Palm Beach International Film Festival,2006.0,Student Showcase Award,2nd place,en
Morgan Freeman,"Golden Globes, USA",2010.0,Golden Globe,Nominated,en
Lyubov Arkus,Nika Awards,2013.0,Nika,Won,en
Edwin Zbonek,Moscow International Film Festival,1963.0,Grand Prix,Nominated,de
James E. Duff,BendFilm Festival,2013.0,Audience Award,Won,en
Pim van Hoeve,Rembrandt Awards,2015.0,Rembrandt Award,Nominated,nl
Adam Wingard,Indianapolis International Film Festival,2008.0,Grand Jury Prize,Won,en
Robert Ginty,CableACE Awards,1995.0,CableACE,Nominated,en
Pedro Rivero,Cinanima,2016.0,Festival Award,Won,es
Isabel de Ocampo,Toulouse Cinespaña,2008.0,Best Short Film,Won,en
José Mojica Marins,Rondo Hatton Classic Horror Awards,2014.0,Hall Of Fame Plaque,Won,pt
Janek Ambros,USA Film Festival,2017.0,Grand Prize,Won,en
Sven Nykvist,Los Angeles Film Critics Association Awards,1988.0,LAFCA Award,2nd place,en
Nino Manfredi,Cannes Film Festival,1971.0,Palme d'Or,Nominated,it
John Jeffcoat,Palm Springs International Film Festival,2007.0,John Schlesinger Award,Won,en
Lionel Bailliu,"Academy Awards, USA",2004.0,Oscar,Nominated,fr
John Gielgud,CableACE Awards,1989.0,ACE,Nominated,en
Eva Weber,Chicago International Film Festival,2013.0,Gold Hugo,Nominated,en
Vikramaditya Motwane,Awards of the International Indian Film Academy,2011.0,Popular Award,Nominated,hi
John Carney,London Critics Circle Film Awards,2017.0,ALFS Award,Nominated,en
Dena Seidel,Lighthouse International Film Festival,2015.0,Audience Award,Won,en
Lee Philips,Laurel Awards,1958.0,Golden Laurel,Nominated,en
Till Nowak,Montecatini Filmvideo - International Short Film Festival,2007.0,Special Award,Won,en
Michael Haneke,International Online Cinema Awards (INOCA),2013.0,INOCA,Won,de
Stephen Merchant,Primetime Emmy Awards,2010.0,Primetime Emmy,Nominated,en
Babak Najafi,Guldbagge Awards,2011.0,Guldbagge,Nominated,en
Andrei Panin,"Golden Eagle Awards, Russia",2011.0,Golden Eagle,Nominated,pl
Ana Rieper,"ACIE Awards, Brazil",2013.0,ACIE Award,Nominated,pt
Arturo Ripstein,Venice Film Festival,2015.0,Queer Lion,Nominated,es
Maurice Pialat,Chicago International Film Festival,1975.0,Gold Hugo,Nominated,fr
Sarah Watt,Australian Film Institute,2009.0,AFI Award,Nominated,en
Dustin Hoffman,"People's Choice Awards, USA",1983.0,People's Choice Award,Nominated,en
Carlos Lechuga,Miami Film Festival,2013.0,Ibero-American Opera Prima Award,Nominated,es
Jason van Genderen,Tropfest,2011.0,2nd Prize,Won,en
Jean-Louis Leconte,"César Awards, France",1977.0,César,Nominated,fr
Chris Landreth,Leipzig DOK Festival,2004.0,Golden Dove,Won,en
David Beaird,WorldFest Houston,2005.0,Vision Award,Won,en
Milton Lage,CableACE Awards,1995.0,CableACE,Won,en
Kathrin Feistl,Baden-Baden TV Film Festival,2004.0,MFG Star,Won,de
Armando Lao,"FAP Awards, Philippines",1990.0,FAP Award,Won,en
Baldvin Zophoníasson,Lübeck Nordic Film Days,2014.0,NDR Promotion Prize,Won,is
Albert Serra,Munich Film Festival,2016.0,ARRI/OSRAM Award,Nominated,en
Edgar Reitz,"Adolf Grimme Awards, Germany",1994.0,Adolf Grimme Award,Won,de
Christopher H.K. Lee,Los Angeles Independent Film Festival Awards,2015.0,LAIFF December Award,Nominated,en
Rob Heydon,Sacramento International Film Festival,2012.0,Festival Prize,Won,en
Jason Marsden,Behind the Voice Actors Awards,2013.0,BTVA Television Voice Acting Award,Nominated,en
Sam Pillsbury,New Zealand Film and TV Awards (I),1987.0,Film Award,Won,en
Newton I. Aduaka,Ouagadougou Panafrican Film and Television Festival,2007.0,UNFPA Award,Won,en
Natalie Portman,"Indiana Film Journalists Association, US",2010.0,IFJA Award,Won,en
Leonel Vieira,"Golden Globes, Portugal",2003.0,Golden Globe,Won,pt
Roger Ross Williams,Sundance Film Festival,2013.0,Grand Jury Prize,Nominated,en
Robert Redford,Film Independent Spirit Awards,2014.0,Independent Spirit Award,Nominated,en
Shiang-Chu Tang,Taipei Film Festival,2009.0,Festival Prize,Nominated,en
Martin Lawrence,Razzie Awards,2012.0,Razzie Award,Nominated,en
Carter Emmart,Visual Effects Society Awards,2014.0,VES Award,Nominated,en
Jörn Threlfall,London Critics Circle Film Awards,2016.0,ALFS Award,Nominated,en
Joe Anderson,Ft. Lauderdale International Film Festival,2008.0,Jury Award,Won,en
George Hickenlooper,St. Louis International Film Festival,2010.0,Audience Choice Award,Won,en
Bruno Marino,HorrorQuest Film Festival,2014.0,HorrorQuest Award,Won,en
Adam Lynch,Canberra Short Film Festival,2016.0,Festival Prize,Won,en
Mamat Khalid,Malaysian Film Festival,2011.0,Best Director,Nominated,en
Richard Pearce,International Documentary Association,2009.0,IDA Award,Nominated,en
Tsai Ming-Liang,Sitges - Catalonian International Film Festival,2005.0,Best Film,Nominated,zh
Michele Placido,David di Donatello Awards,2006.0,David,Nominated,it
Eric Stanze,B-Movie Film Festival,2013.0,B-Movie Award,Nominated,en
Alex Burunova,Evolution International Film Festival,2015.0,Evolutionary Award,Nominated,en
Singing Chen,Taipei Film Festival,2014.0,Festival Prize,Nominated,en
Konstantinos Koutsoliotas,Amsterdam Fantastic Film Festival,2015.0,Grand Prize of European Fantasy Film in Silver,Nominated,en
Mark Ruffalo,"St. Louis Film Critics Association, US",2015.0,SLFCA Award,Nominated,en
Tim Southam,Gemini Awards,1999.0,Gemini,Nominated,en
Steven Soderbergh,Bodil Awards,2002.0,Bodil,Nominated,en
Hou Hsiao-hsien,Mainichi Film Concours,1991.0,Mainichi Film Concours,Won,zh
Kongdej Jaturanrasamee,Thailand National Film Association Awards,2013.0,National Film Association Award,Won,th
Timm Kröger,Hong Kong International Film Festival,2015.0,FIPRESCI Prize,Nominated,en
Erik Skjoldbjærg,Cannes Film Festival,1997.0,Golden Camera,Nominated,no
Paul Weitz,BAFTA Awards,2003.0,BAFTA Film Award,Nominated,en
Thomas Bidegain,"César Awards, France",2013.0,César,Won,fr
Ronnie del Carmen,International Online Cinema Awards (INOCA),2015.0,Halfway Award,Nominated,en
Ronit Elkabetz,Thessaloniki Film Festival,2001.0,Best Actress,Won,he
Nanni Moretti,Italian National Syndicate of Film Journalists,1996.0,Silver Ribbon,Nominated,it
Mani Haghighi,Tokyo FILMeX,2006.0,Grand Prize,Nominated,fa
László Nemes,Cannes Film Festival,2015.0,François Chalais Award,Won,hu
Roger Goodman,Primetime Emmy Awards,2009.0,Primetime Emmy,Nominated,en
Pascale Ferland,Montréal World Film Festival,2013.0,Golden Zenith,Nominated,fr
Hsu Hsiao-Ming,Rotterdam International Film Festival,1996.0,Netpac Award,Won,zh
Atom Egoyan,Satellite Awards,2000.0,Golden Satellite Award,Nominated,en
Robert J. Avrech,Humanitas Prize,2002.0,Humanitas Prize,Nominated,en
Zack Bennett,Sedona International Film Festival,2016.0,Audience Choice,Won,en
Vicky Jenson,Aspen Shortsfest,2003.0,Audience Award,Won,en
Paul A. Kaufman,Leo Awards,2015.0,Outstanding Achievement Award - Individual,Nominated,en
Michael Strode,Abilene WESTfest,2003.0,Bronze Medal,Won,en
Glenn Weiss,Daytime Emmy Awards,2000.0,Daytime Emmy,Nominated,en
Bernd Eichinger,Bavarian Film Awards,1985.0,Bavarian Film Award,Won,de
Diogo Costa Amarante,Festival de Cinema Luso-Brasileiro de Santa Maria da Feira,2014.0,Cineclubes Award,Won,en
Liu Yi,Golden Horse Film Festival,1975.0,Golden Horse Award,2nd place,zh
Pupi Avati,Fantasporto,1983.0,International Fantasy Film Award,Nominated,it
Darren Fisher,Kansas City FilmFest,2014.0,Festival Prize,Won,en
Paul Raimondi,"Academy Awards, USA",1978.0,Oscar,Nominated,en
Stipe Delić,Moscow International Film Festival,1973.0,Golden Prize,Nominated,bs
Sofia Coppola,"Academy Awards, USA",2004.0,Oscar,Nominated,en
David Frazee,Leo Awards,2011.0,Leo,Nominated,en
Anthony Lucas,Dragon*Con Independent Film Festival,2005.0,Best Animation,Won,en
Mariam Jobrani,International Documentary Association,2007.0,IDA Award,Nominated,en
Claude Cloutier,Cannes Film Festival,1989.0,Palme d'Or - Best Short Film,Nominated,en
Peter Pau,Hong Kong Film Awards,1988.0,Hong Kong Film Award,Nominated,en
Tobias Tobbell,Arpa International Film Festival,2012.0,Best Director,Nominated,en
Elizabeth Banks,"Detroit Film Critic Society, US",2008.0,DFCS Award,Nominated,en
Christina Voros,Gen Art Film Festival,2008.0,Best Short Film,Won,en
António Ferreira,Brest European Short Film Festival,2000.0,Best Mid-Length Film,Won,pt
Ivan Okhlobystin,Russian National Movie Awards,2013.0,Georges Award,Won,en
Ruairi Robinson,Irish Film and Television Awards,2014.0,IFTA Award,Nominated,en
Elias Mael,African Movie Academy Awards,2013.0,Best Diaspora Feature,Nominated,en
Alberto Lattuada,Italian National Syndicate of Film Journalists,1958.0,Silver Ribbon,Nominated,it
Luca Guadagnino,Sydney Film Festival,2017.0,Audience Award,2nd place,en
Jeff Bleckner,Daytime Emmy Awards,1982.0,Daytime Emmy,Nominated,en
Woody Allen,Bodil Awards,1986.0,Bodil,Won,en
Yee Chung-Man,"Academy of Science Fiction, Fantasy & Horror Films, USA",2007.0,Saturn Award,Won,cn
Barry Jenkins,Florida Film Critics Circle Awards,2016.0,FFCC Award,2nd place,en
Ethan Hawke,International Online Cinema Awards (INOCA),2014.0,INOCA,Won,en
Stéphane LaFleur,Vancouver Film Critics Circle,2015.0,VFCC Award,Nominated,fr
Frank Darabont,"Academy of Science Fiction, Fantasy & Horror Films, USA",1995.0,Saturn Award,Nominated,en
Til Schweiger,"Romy Gala, Austria",2012.0,Romy,Won,de
S. Epatha Merkerson,Character and Morality in Entertainment Awards,2005.0,Camie,Won,en
Ray Milland,"National Board of Review, USA",1945.0,NBR Award,Won,en
Alberto Bevilacqua,Venice Film Festival,1981.0,Golden Lion,Nominated,en
Joshua Marston,Sydney Film Festival,2011.0,Sydney Film Prize,Nominated,en
Davide Melini,HorrorQuest Film Festival,2011.0,HorrorQuest Award,Nominated,en
Al Reinert,"Academy Awards, USA",1996.0,Oscar,Nominated,en
Lars von Trier,Neuchâtel International Fantastic Film Festival,2009.0,Titra Film Award,Won,da
