director_name,ceremony,year,category,outcome,original_language
Derek Frey,International Independent Film Awards,2017.0,Silver Award,Won,en
Bruce Joel Rubin,The Stinkers Bad Movie Awards,1998.0,Stinker Award,Nominated,en
Vincent Paronnaud,Los Angeles Film Critics Association Awards,2007.0,LAFCA Award,Won,fr
David Petrarca,Online Film & Television Association,2011.0,OFTA Television Award,Nominated,en
Robert Lower,Directors Guild of Canada,2015.0,DGC Team Award,Nominated,en
David T. Lynch,Depth of Field International Film Festival Competition,2015.0,Award of Excellence,Won,en
Maïwenn,"Globes de Cristal Awards, France",2010.0,Globe de Cristal,Nominated,fr
Jacques Champreux,Prix Jean Vigo,1978.0,Prix Jean Vigo,Won,en
John Williams,Awards Circuit Community Awards,1998.0,ACCA,Nominated,en
Mahdi Fleifel,"East End Film Festival, UK",2013.0,Best Documentary,Nominated,en
Jerzy Hoffman,Moscow International Film Festival,1969.0,Golden Prize,Nominated,pl
Matthew Saville,Australian Academy of Cinema and Television Arts (AACTA) Awards,2014.0,AACTA Award,Nominated,en
Vlado Škafar,Rotterdam International Film Festival,2016.0,FIPRESCI Prize,Nominated,en
Silvio Caiozzi,Chicago International Film Festival,1980.0,Gold Hugo,Nominated,es
Ángeles González Sinde,Turia Awards,2004.0,Turia Award,Won,en
Andrew Niccol,Paris Film Festival,1998.0,Grand Prix,Nominated,en
Marie-Pascale Osterrieth,Australian Film Institute,1991.0,AFI Award,Nominated,fr
Gastón Solnicki,Venice Film Festival,2016.0,FIPRESCI Award,Won,en
Judd Ehrlich,Katra Film Series,2016.0,Grand Finale Audience Award,Won,en
Manuel Abramovich,San Sebastián International Film Festival,2017.0,Zabaltegi Section,Nominated,en
Johnny Depp,London Critics Circle Film Awards,2006.0,ALFS Award,Nominated,en
Ana Lily Amirpour,Film Independent Spirit Awards,2015.0,Independent Spirit Award,Nominated,en
Olivier Assayas,Ghent International Film Festival,2012.0,Georges Delerue Prize,Won,en
Jiang Wen,Asian Film Awards,2011.0,Asian Film Award,Nominated,zh
Dimos Avdeliodis,Berlin International Film Festival,2000.0,"Reader Jury of the ""Berliner Zeitung"" - Special Mention",Won,el
Eduardo Mignogna,Goya Awards,1999.0,Goya,Won,es
Hee-chang Son,"Grand Bell Awards, South Korea",2006.0,Grand Bell Award,Nominated,ko
Kate Hudson,Florida Film Critics Circle Awards,2001.0,FFCC Award,Won,en
Xiaowen Zhou,Locarno International Film Festival,1994.0,Prize of the Ecumenical Jury,Won,zh
Neil Druckmann,"Academy of Interactive Arts & Sciences, USA",2016.0,D.I.C.E. Award,Nominated,en
Jack Nicholson,Phoenix Film Critics Society Awards,2006.0,PFCS Award,Won,en
Lixin Fan,News & Documentary Emmy Awards,2015.0,Emmy,Nominated,en
Rick Bieber,Method Fest,2008.0,Best Screenplay,Won,en
Mathieu Amalric,Gold Derby Awards,2015.0,Gold Derby Award,Nominated,en
Xavier Dolan,International Online Cinema Awards (INOCA),2013.0,Halfway Award,Nominated,fr
Judi Dench,BAFTA Awards,1985.0,BAFTA TV Award,Won,en
Michael Caine,"Golden Globes, USA",1989.0,Golden Globe,Won,en
Morshedul Islam,"National Film Awards, Bangladesh",1997.0,Merit Award,Won,bn
Val Keller,WorldFest Houston,1999.0,Grand Award,Won,en
Jackie Cooper,Primetime Emmy Awards,1974.0,Primetime Emmy,Won,en
Steve Oram,London Critics Circle Film Awards,2013.0,ALFS Award,Won,en
Vasili Sigarev,Sochi Open Russian Film Festival,2009.0,Grand Prize of the Festival,Won,ru
Michael Jason Allen,Trail Dance Film Festival,2015.0,Golden Drover,Nominated,en
Lisa Cholodenko,Gotham Awards,1998.0,Open Palm Award,Nominated,en
Rachel Weisz,Satellite Awards,2011.0,Satellite Award,Nominated,en
Jackie Chan,"Kids' Choice Awards, USA",2011.0,Blimp Award,Won,cn
Joe Camp,Primetime Emmy Awards,1979.0,Primetime Emmy,Nominated,en
Jean Godard,Swiss Film Prize,2005.0,Swiss Film Prize,Nominated,fr
Andrea Luka Zimmerman,Berlin International Film Festival,2017.0,Glasshütte Original Documentary Award,Nominated,en
Ben Stiller,Dublin Film Critics Circle Awards,2010.0,DFCC,Nominated,en
Luigi Comencini,Cannes Film Festival,1979.0,Palme d'Or,Nominated,it
Nadia Litz,Yorkton Film Festival,1998.0,Golden Sheaf Award,Won,en
Nadav Levitan,Awards of the Israeli Film Academy,2006.0,Lifetime Achievement Award,Won,en
Sidney Poitier,Laurel Awards,1967.0,Golden Laurel,Nominated,en
Jonathan Judge,"Directors Guild of America, USA",2014.0,DGA Award,Nominated,en
Bill Miller,Online Film & Television Association,1999.0,OFTA Film Award,Nominated,en
Tim Conrad,L.A. Shorts Fest,2009.0,Best Drama,Won,en
Virág Zomborácz,Vilnius International Film Festival,2015.0,New Europe - New Names Competition,Nominated,hu
George Ovashvili,Wiesbaden goEast,2009.0,Golden Lily,Won,ka
Pitof,Razzie Awards,2005.0,Razzie Award,Won,en
Giancarlo Esposito,TV Guide Awards,2013.0,TV Guide Award,Nominated,en
JoBeth Williams,Primetime Emmy Awards,1984.0,Primetime Emmy,Nominated,en
Paolo Sorrentino,"Golden Globes, Italy",2005.0,Golden Globe,Won,en
John Williams,BAFTA Awards,2013.0,Anthony Asquith Award for Film Music,Nominated,en
Anjelica Huston,BAFTA Awards,1986.0,BAFTA Film Award,Nominated,en
John Frankenheimer,Bodil Awards,1965.0,Bodil,Won,en
J.D. Shapiro,Razzie Awards,2001.0,Razzie Award,Won,en
Felipe Vega,Alcalá de Henares Short Film Festival,1987.0,Alcalá de Henares University Award,Won,en
Johnny Yong Bosch,Behind the Voice Actors Awards,2013.0,BTVA Anime Dub Television/OVA Voice Acting Award,Nominated,sv
Greta Gerwig,Washington DC Area Film Critics Association Awards,2016.0,WAFCA Award,Nominated,en
Maren Ade,Film Independent Spirit Awards,2017.0,Independent Spirit Award,Won,de
Barnaby Thompson,BAFTA Awards,1991.0,BAFTA Film Award,Nominated,en
Don McLennan,Australian Film Institute,1987.0,AFI Award,Nominated,en
Christian Petzold,German Film Awards,2012.0,Film Award in Gold,Nominated,de
Dominique Monfery,"Prestige Film Award, US",2015.0,Prestige Gold Award,Won,fr
Ivan I. Tverdovsky,Sochi Open Russian Film Festival,2014.0,Prize of the Guild of Russian Film Producers,Won,ru
Albert Finney,Chlotrudis Awards,2001.0,Chlotrudis Award,Nominated,en
René Jodoin,"Academy Awards, USA",1975.0,Oscar,Nominated,en
Krzysztof Skonieczny,Camerimage,2014.0,Golden Frog,Won,pl
Jon Stewart,PGA Awards,2008.0,PGA Award,Won,en
John Daschbach,Boston Independent Film Festival,2005.0,Audience Award,Won,en
Julián Quintanilla,"Hermosillo International Film Festival, Mexico",2016.0,Festival Prize,Won,en
Auraeus Solito,Tallinn Black Nights Film Festival,2006.0,Grand Prize,Nominated,en
Peter Franzén,Palm Springs International Film Festival,2014.0,New Voices/New Visions Grand Jury Prize,Nominated,fi
Moses Inwang,"The People's Film Festival, New York",2017.0,Festival Prize,Won,en
Feras Fayyad,Istanbul International Film Festival,2017.0,FACE Award,Nominated,da
Sudeep,"Film Fan's Association Awards, IN",2004.0,Film Fan's Association Award - Kannada Film Industry,Won,en
Romola Garai,European Film Awards,2003.0,Audience Award,Nominated,en
Shawn Garry,Los Angeles Latino International Film Festival,2008.0,Jury Award,Won,en
Mohit Suri,Zee Cine Awards,2014.0,Popular Award,Nominated,hi
Ignacio Agüero,Havana Film Festival,1993.0,Coral,Won,es
Martín Rosete,Sonoma International Film Festival,2017.0,Jury Award,Nominated,en
Sergio Rubini,Italian National Syndicate of Film Journalists,2000.0,Silver Ribbon,Nominated,it
Matteo Garrone,Italian National Syndicate of Film Journalists,2013.0,Silver Ribbon,Won,en
Alan Arkin,"Academy Awards, USA",1969.0,Oscar,Nominated,en
Rolf Clemens,Moscow International Film Festival,1965.0,Special Diploma,Won,nb
Molly Parker,Genie Awards,2004.0,Genie,Nominated,en
Gunparwitt Phuwadolwisid,Warsaw International Film Festival,2013.0,Free Spirit Award,Nominated,en
Paul Knight,BAFTA Awards,1987.0,BAFTA TV Award,Nominated,en
Ellen DeGeneres,Teen Choice Awards,2011.0,Teen Choice Award,Won,en
Patrick Bouchard,Hamptons International Film Festival,2012.0,Golden Starfish Award,Nominated,en
Damián Szifrón,Palm Springs International Film Festival,2015.0,Audience Award,Nominated,es
Géza M. Tóth,"Academy Awards, USA",2007.0,Oscar,Nominated,en
Peter Berg,Razzie Awards,2013.0,Razzie Award,Nominated,en
Leigh Jason,Village Voice Film Poll,2007.0,VVFP Award,Nominated,en
Libero De Rienzo,Sannio FilmFest,2009.0,Golden Capital,Nominated,it
Eliza Kubarska,Hot Docs Canadian International Documentary Festival,2014.0,Best International Documentary,Nominated,en
James Bobin,Primetime Emmy Awards,2009.0,Primetime Emmy,Nominated,en
Francesco Bruni,Venice Film Festival,2011.0,AIF - For Film Fest Award,Won,it
Kim ki,Venice Film Festival,2012.0,Golden Mouse,Won,en
Bùi Thạc Chuyên,Cinemanila International Film Festival,2009.0,Best Southeast Asian Film,Nominated,vi
Mikael Salomon,Primetime Emmy Awards,2002.0,Primetime Emmy,Won,en
Leopoldo Torre Nilsson,Mar del Plata Film Festival,1966.0,Best Screenplay,Won,es
Stuart Blumberg,Houston Film Critics Society Awards,2010.0,HFCS Award,Nominated,en
Katharyn Grant,Bare Bones International Film & Music Festival,2014.0,Festival Recognition,Won,en
Krzysztof Zanussi,Cannes Film Festival,1980.0,Prize of the Ecumenical Jury,Won,pl
Lee Jong-hyeok,Fantasporto,2004.0,International Fantasy Film Award,Nominated,ko
Michiel ten Horn,Nederlands Film Festival,2014.0,Dutch Film Critics Award,Nominated,nl
Don Hertzfeldt,Chicago International Film Festival,1997.0,Gold Plaque,Won,en
Heather Graham,MTV Movie + TV Awards,1998.0,MTV Movie Award,Won,en
Jonás Cuarón,Toronto International Film Festival,2015.0,International Critics' Award (FIPRESCI),Won,en
Zelda Barron,Taormina International Film Festival,1984.0,Golden Charybdis,Nominated,en
Albert Finney,Screen Actors Guild Awards,2001.0,Actor,Won,en
Howard W. Koch,Primetime Emmy Awards,1977.0,Primetime Emmy,Nominated,en
Rob Reiner,Heartland Film,1996.0,Truly Moving Picture Award,Won,en
Roger Kass,Wild & Scenic Film Festival,2014.0,Best in Theme,Won,en
Manoel de Oliveira,Sophia Awards,2013.0,Sophia,Nominated,pt
Jannik Hastrup,Oulu International Children's Film Festival,2003.0,Starboy Award,Nominated,da
Alexandria Bombach,Brooklyn Film Festival,2015.0,Audience Award,Won,en
Frederic Raphael,BAFTA Awards,1966.0,BAFTA Film Award,Won,en
Katrin Ottarsdóttir,Mexico International Film Festival,2015.0,Golden Palm Award,Won,da
Howard Hall,Daytime Emmy Awards,1989.0,Daytime Emmy,Won,en
Michael Herbig,Bambi Awards,2009.0,Bambi,Won,de
James Levine,Daytime Emmy Awards,1984.0,Daytime Emmy,Won,en
Philip Seymour Hoffman,Alliance of Women Film Journalists,2008.0,EDA Special Mention Award,Nominated,en
Chris Smith,"Cinema Eye Honors Awards, US",2014.0,Cinema Eye Honors Award,Won,en
Michal Rosa,Cottbus Film Festival of Young East European Cinema,2008.0,Special Prize,Won,en
Mel Gibson,"Kids' Choice Awards, USA",2001.0,Blimp Award,Nominated,en
Khaled Hammada,Moscow International Film Festival,1971.0,Golden Prize,Nominated,en
Roxlee,Cinema One Originals Digital Film Festival,2015.0,Special Honorary Award,Won,en
Hisko Hulsing,Dresden Film Festival,2004.0,Best Soundtrack - Honorable Mention,Won,en
Safy Nebbou,Montréal World Film Festival,2012.0,Grand Prix des Amériques,Nominated,fr
Paulo José,Cinema Brazil Grand Prize,2005.0,Cinema Brazil Grand Prize,Nominated,pt
Anand Gandhi,Asian Film Awards,2013.0,Asian Film Award,Nominated,en
Juan Vicente Córdoba,Goya Awards,1996.0,Goya,Nominated,es
Richard Dunlap,Daytime Emmy Awards,1985.0,Daytime Emmy,Nominated,en
Matthew Rankin,Sundance Film Festival,2011.0,Short Filmmaking Award,Nominated,en
Pankaj Kapur,"National Film Awards, India",1991.0,Special Mention,Won,en
Mario Monicelli,Cannes Film Festival,1952.0,Grand Prize of the Festival,Nominated,it
Edwin,Rotterdam International Film Festival,2009.0,Tiger Award,Nominated,id
Isshin Inudô,Awards of the Japanese Academy,2004.0,Award of the Japanese Academy,Nominated,ja
Gustavo Rondón Córdova,Cannes Film Festival,2017.0,Golden Camera,Nominated,en
Henry Selick,Annie Awards,1994.0,Annie,Won,en
Jeff Morris,Tiburon International Film Festival,2006.0,Golden Reel Award,Won,en
Hayao Miyazaki,Mainichi Film Concours,1989.0,Ofuji Noburo Award,Won,ja
Álex Montoya,Goya Awards,2014.0,Goya,Nominated,en
Hicham Ayouch,Granada Film Festival Cines del Sur,2015.0,Silver Alhambra,Won,en
Yossi Somer,Sitges - Catalonian International Film Festival,1998.0,Best Film,Nominated,en
Yorgos Lanthimos,Satellite Awards,2016.0,Satellite Award,Nominated,en
Michael H. Shamberg,"Academy Awards, USA",1984.0,Oscar,Nominated,en
Christopher Nolan,"Empire Awards, UK",2006.0,Empire Award,Nominated,en
Akram Zaatari,Yamagata International Documentary Film Festival,2003.0,Ogawa Shinsuke Prize,Nominated,en
Andy Hamilton,Broadcasting Press Guild Awards,2010.0,Broadcasting Press Guild Award,Nominated,en
Paul Fox,"Academy Awards, USA",1947.0,Oscar,Nominated,en
F.J. Ossang,Venice Film Festival,2010.0,Venice Horizons Award,Nominated,en
Jamshid Mahmoudi,San Francisco International Film Festival,2015.0,Golden Gate Award,Nominated,fa
Veikko Itkonen,Jussi Awards,1963.0,Jussi,Won,en
Gregory Hines,Image Awards,2002.0,Image Award,Won,en
Jean Becker,"César Awards, France",2000.0,César,Nominated,fr
Eric Tsang,Changchun Film Festival,2006.0,Golden Deer,Won,cn
Janne Schmidt,The 48 Hour Film Project Filmapalooza,2017.0,48 Hour Film Project Global Award,Won,en
Jonathan Kalafer,Gotham Awards,2012.0,Audience Award,Nominated,en
Lynn Shelton,Tacoma Film Festival,2014.0,Local Audience Award,Won,en
Alfred Vohrer,Moscow International Film Festival,1973.0,Golden Prize,Nominated,de
Diego Quemada-Díez,Tallinn Black Nights Film Festival,2013.0,Best North American Independent Film,Won,en
Dany Boon,"César Awards, France",2009.0,César,Nominated,fr
Bruce Davison,Hollywood Reel Independent Film Festival,2016.0,Best Supporting Actor,Won,en
Chetan Anand,Venice Film Festival,1952.0,Golden Lion,Nominated,en
Mario Martone,Italian National Syndicate of Film Journalists,1996.0,Silver Ribbon,Nominated,it
Paul Verhoeven,Cannes Film Festival,1992.0,Palme d'Or,Nominated,de
Aleksei Popogrebsky,Angers European First Film Festival,2008.0,European Jury Award,Won,en
Hans W. Geißendörfer,Bogota Film Festival,2005.0,Golden Precolumbian Circle,Nominated,de
Maria Martinelli,Torino International Festival of Young Cinema,1991.0,Prize of the City of Torino,Nominated,en
Sijie Dai,Golden Horse Film Festival,2003.0,Golden Horse Award,Nominated,zh
Michale Boganim,Warsaw International Film Festival,2011.0,Grand Prix,Nominated,en
David Bonneville,FARCUME Festival de Curtas-Metragens de Faro,2014.0,Festival Award,3rd place,en
Elizabeth Lo,Sundance Film Festival,2015.0,Short Film Grand Jury Prize,Nominated,en
Hamy Ramezan,Tampere International Short Film Festival,2016.0,Main Prize,Won,fa
Josef Fares,Peñíscola Comedy Film Festival,2005.0,Best Film,Won,sv
George Lucas,Gold Derby Awards,2010.0,Gold Derby Award,Nominated,en
George Scott,Razzie Awards,1991.0,Razzie Award,Nominated,en
Rafael Azcona,Málaga Spanish Film Festival,2006.0,Ricardo Franco Award,Won,en
Guillermo Casanova,Argentinean Film Critics Association Awards,2006.0,Silver Condor,Nominated,es
Hans Noel,AngelCiti Film Festival,2001.0,Audience Award,Won,en
Jan Svěrák,Clermont-Ferrand International Short Film Festival,1990.0,Audience Award,Won,cs
Petar Krelja,Days of Croatian Film,1996.0,Jury Prize,Won,hr
Raja Amari,Stockholm Film Festival,2009.0,Bronze Horse,Nominated,fr
Ben Browder,"Academy of Science Fiction, Fantasy & Horror Films, USA",2003.0,Saturn Award,Nominated,en
Phil Davis,Broadcasting Press Guild Awards,2001.0,Broadcasting Press Guild Award,Won,en
Bob Hoskins,"National Board of Review, USA",2001.0,NBR Award,Won,en
Tim Oliehoek,Nederlands Film Festival,2015.0,Audience Award,Nominated,nl
Antonio Santini,Sheffield International Documentary Festival,2017.0,Grand Jury Award,Nominated,en
Ralph Fiennes,MTV Movie + TV Awards,2012.0,MTV Movie Award,Nominated,en
Dang Di Phan,Nantes Three Continents Festival,2015.0,Young Audience Award,Won,vi
Brad Bird,"North Texas Film Critics Association, US",2008.0,NTFCA Award,Won,en
Motke Dapp,"The 48 Hour Film Project, Nashville, US",2017.0,Audience Award,Won,en
Bradley Cooper,"New York Film Critics, Online",2013.0,NYFCO Award,Won,en
Alexandre Astruc,Venice Film Festival,1955.0,Most Promising New Director,Won,fr
Danny Boyle,Dinard British Film Festival,1994.0,Golden Hitchcock,Won,en
Matti Ijäs,Göteborg Film Festival,1991.0,Dragon Award,Won,en
Jay Lowi,Deauville Film Festival,1999.0,Best Short Film,Nominated,en
Mario Piluso,Daytime Emmy Awards,1994.0,Daytime Emmy,Nominated,en
Mipo O,Montréal World Film Festival,2014.0,Grand Prix des Amériques,Nominated,ja
Rubaiyat Hossain,Seattle International Film Festival,2015.0,New Director's Showcase Award,Nominated,bn
Lionello Cerri,"Golden Goblets, Italy",1999.0,Golden Goblet,Won,it
Jerry Ciccoritti,Directors Guild of Canada,2003.0,DGC Team Award,Won,en
Szabolcs Tolnai,Pancevo Film Festival,2014.0,Lighthouse Award,Nominated,hu
André Delvaux,"Magritte Awards, Belgium",2011.0,Honorary Magritte Award,Won,fr
Damien Chazelle,Florida Film Critics Circle Awards,2016.0,FFCC Award,Nominated,en
King Vidor,"Academy Awards, USA",1932.0,Oscar,Nominated,en
Leos Carax,International Online Cinema Awards (INOCA),2013.0,INOCA,Nominated,en
Philip Seymour Hoffman,Ft. Lauderdale International Film Festival,2007.0,Jury Award,Won,en
Humberto Rosa,Irvine International Film Festival,2013.0,Best Film,Nominated,en
Davi Pretto,Hong Kong International Film Festival,2014.0,Golden Firebird Award,Nominated,pt
Piraphan Laoyont,Thailand National Film Association Awards,2010.0,National Film Association Award,Nominated,en
LeVar Burton,Image Awards,1998.0,Image Award,Nominated,en
Michele Placido,Seattle International Film Festival,2017.0,Grand Jury Prize,Nominated,it
Buzz Kulik,Primetime Emmy Awards,1984.0,Primetime Emmy,Nominated,en
Tor Fruergaard,Robert Festival,2015.0,Robert,Nominated,en
Paulo Sacramento,Cine Ceará - National Cinema Festival,2007.0,Feature Film Trophy,Won,pt
Michele Placido,Italian National Syndicate of Film Journalists,1993.0,Silver Ribbon,Nominated,it
Ingmar Bergman,Bodil Awards,1959.0,Bodil,Won,sv
Candela Peña,Barcelona Film Awards,2006.0,Barcelona Film Award,Nominated,es
Britni West,Montclair Film Festival (MFF),2015.0,Future/Now,Nominated,en
John Slattery,Nevada Film Critics Society,2015.0,NFCS Award,Won,en
Charles Vanel,Karlovy Vary International Film Festival,1954.0,Best Actor,Won,en
Anders Jedenfors,Göteborg Film Festival,2013.0,Short Film Award,Nominated,sv
Sergio Giral,Goya Awards,1991.0,Goya,Nominated,es
Naomi Kawase,Cannes Film Festival,2017.0,Prize of the Ecumenical Jury,Won,ja
Jeremy Saulnier,Chicago Film Critics Association Awards,2014.0,CFCA Award,Nominated,en
Jonathan Glazer,Venice Film Festival,2004.0,Golden Lion,Nominated,en
Uri Zohar,Chicago International Film Festival,1968.0,Gold Hugo,Nominated,he
Terence Hill,Roseto First Work Festival,2005.0,Career Rose,Won,it
Colin Barr,Prix Europa,2012.0,Prix Europa,Nominated,en
Albert Finney,Online Film & Television Association,2004.0,OFTA Film Award,Nominated,en
Feo Aladag,Calgary International Film Festival,2010.0,Best International Feature,Won,de
Shangjun Cai,Venice Film Festival,2011.0,Silver Lion,Won,zh
Björk,Russian Guild of Film Critics,2000.0,Golden Aries,Won,fr
Kinji Fukasaku,Awards of the Japanese Academy,1979.0,Award of the Japanese Academy,Nominated,ja
Amélie Harrault,Tallinn Black Nights Film Festival,2013.0,"Animated Dreams Grand Prize ""Wooden Wolf""",Nominated,en
Eduardo Casanova,Málaga Spanish Film Festival,2017.0,Silver Biznaga,Won,es
Clodualdo del Mundo Jr.,Gawad Urian Awards,1983.0,Gawad Urian Award,Won,en
Daniel Hendler,Clermont-Ferrand International Short Film Festival,2002.0,Research Award,Won,es
Antonia Bird,Santa Barbara International Film Festival,1995.0,Audience Choice Award,Won,en
Thanasis Rentzis,Thessaloniki Film Festival,1981.0,Honorary Award,Won,en
Giancarlo Zagni,Venice Film Festival,1966.0,Lion of San Marco,Won,it
Gabriel Mascaro,Festival de Cinema Luso-Brasileiro de Santa Maria da Feira,2015.0,Critics Award,Won,pt
Hugo Vieira da Silva,CinEuphoria Awards,2017.0,CinEuphoria,Nominated,de
Robert Wyler,Edgar Allan Poe Awards,1952.0,Edgar,Won,en
Antoine D'Agata,Rome Film Fest,2013.0,CinemaXXI Award,Nominated,en
Gabriel London,Tallgrass International Film Festival,2014.0,Audience Award,2nd place,en
Keva Rosenfeld,CableACE Awards,1988.0,ACE,Nominated,en
Gregory Mosher,CableACE Awards,1995.0,CableACE,Nominated,en
Stefan Prehn,Brussels International Festival of Fantasy Film (BIFFF),2002.0,Special Prize of the European Broadcasters Jury,Won,de
Semih Tareen,Terror Film Festival,2009.0,Claw Award,Nominated,en
Brillante Mendoza,Fribourg International Film Festival,2010.0,Don Quixote Award,Won,en
David L. Wolper,Primetime Emmy Awards,1990.0,Primetime Emmy,Nominated,en
Christopher Leone,San Francisco International Film Festival,2000.0,Certificate of Merit,Won,en
Noémie Lvovsky,"César Awards, France",2012.0,César,Nominated,fr
Bradley Walsh,British Soap Awards,2006.0,British Soap Award,Nominated,en
Juan Cruz,Málaga Spanish Film Festival,2008.0,Special Mention,Won,en
Taylor Sheridan,Utah Film Critics Association Awards,2016.0,UFCA Award,Won,en
Dagmar Hirtz,Chicago International Film Festival,1984.0,Gold Hugo,Nominated,de
Yonfan,Milan International Lesbian and Gay Film Festival,1999.0,Best Film,Won,cn
Niki Stein,German Television Awards,2008.0,German Television Award,Nominated,de
Nicolas Vanier,Tallinn Black Nights Film Festival,2014.0,Just Film Award - Special Mention,Won,fr
Sudeep,Times of India Film Awards,2012.0,Bangalore Times Film Awards,Won,en
Larry Fessenden,Film Independent Spirit Awards,2010.0,Producers Award,Nominated,en
Laura Dern,Sundance Film Festival,1999.0,Tribute to Independent Vision Award,Won,en
Shaun Andrews,Carolina Film & Video Festival,2004.0,Independent Filmmaker Award,Won,fr
Natalya Kudryashova,Sochi Open Russian Film Festival,2015.0,Grand Prize of the Festival,Nominated,ru
Ron Howard,Jupiter Award,1995.0,Jupiter Award,Won,en
JR,Chicago Film Critics Association Awards,2008.0,CFCA Award,Nominated,en
Oliver Stone,"Academy Awards, USA",1990.0,Oscar,Won,en
Gustavo Rondón Córdova,CPH PIX,2017.0,Politiken's Audience Award,Nominated,en
Jerrold Tarog,"Young Critics Circle, Philippines",2011.0,YCC Award,Nominated,en
Nuri Bilge Ceylan,Trieste Film Festival,2004.0,Prize Trieste,Won,tr
Martijn Maria Smits,Brive Mid-Length Film Meeting,2010.0,Honorable Mention,Won,nl
Ethan Coen,Online Film Critics Society Awards,2013.0,OFCS Award,Nominated,en
Ezio Massa,Festival internacional de cine fantástico de Torremolinos,2014.0,Grand Jury Prize,Nominated,en
Dean Parisot,Hochi Film Awards,2001.0,Hochi Film Award,Won,en
John Erman,Primetime Emmy Awards,1994.0,Primetime Emmy,Nominated,en
Barbara Schock,AFI Fest,1998.0,Filmmaker Audience Award for Best Student Short Film,Won,en
Heike Bachelier,Sundance Film Festival,2013.0,Grand Jury Prize,Nominated,en
Fernando E. Solanas,Argentinean Film Critics Association Awards,2005.0,Silver Condor,Nominated,es
Carlos Reygadas,Havana Film Festival,2002.0,Coral,Won,es
Kazuya Shiraishi,Awards of the Japanese Academy,2014.0,Award of the Japanese Academy,Nominated,ja
Andreas Pantzis,Cairo International Film Festival,2002.0,Golden Pyramid,Nominated,el
Andrew Adamson,Bodil Awards,2002.0,Bodil,Nominated,en
Beatriz Flores Silva,Viña del Mar Film Festival,2002.0,Grand Paoa,Nominated,en
Florence Miailhe,Clermont-Ferrand International Short Film Festival,1996.0,Special Mention of the Jury,Won,en
Ben Steiner,Knoxville Horror Film Fest,2014.0,Festival Prize,Won,en
Alejandro Lubezki,Valladolid International Film Festival,2002.0,Jury Special Prize,Won,es
René Clément,Cannes Film Festival,1954.0,Grand Prize of the Festival,Nominated,fr
Anthony Doncque,Queer Lisboa - Festival Internacional de Cinema Queer,2016.0,Jury Prize,Won,fr
Fernando Alle,"Buried Alive Film Festival, Atlanta",2011.0,Splitizie,Won,pt
Wim Wenders,Cannes Film Festival,1976.0,FIPRESCI Prize,Won,de
Jackie Earle Haley,Awards Circuit Community Awards,2006.0,ACCA,Nominated,en
Raju Sundaram,South Indian International Movie Awards,2015.0,SIIMA - Tamil,Nominated,en
Srdan Golubović,Cottbus Film Festival of Young East European Cinema,2001.0,Award of the Ecumenical Jury - Special Mention,Won,sr
Alexander Gruszynski,Cleveland International Film Festival,2017.0,Best Comedy Short Film,Nominated,en
Christopher Walker,Champs-Élysées Film Festival,2015.0,Audience Award,Nominated,en
Mekhi Phifer,TV Land Awards,2009.0,Icon Award,Won,en
Dorota Kędzierzawska,Polish Film Festival,2007.0,Audience Award,Won,en
George C. Scott,"National Board of Review, USA",1971.0,NBR Award,Won,en
Derek Frey,Fantasy Anime Sci-Fi Horror,2016.0,Audience Award,Nominated,en
Mark Olshaker,Primetime Emmy Awards,1994.0,Primetime Emmy,Won,en
Yorgos Tsemberopoulos,Thessaloniki Film Festival,1974.0,Greek Competition Award,Won,en
José Esteban Alenda,Ourense Independent Film Festival,2011.0,Jury Prize,Nominated,es
Pablo Giorgelli,Cannes Film Festival,2011.0,Grand Golden Rail,Won,es
Yang Ya-Zhou,Huabiao Film Awards,2003.0,Huabiao Film Award,Won,zh
Umur Bugay,Antalya Golden Orange Film Festival,1978.0,Golden Orange,Won,tr
Stephanie Wang-Breal,CAAMFest,2015.0,Jury Award,Nominated,en
James Wan,Fantasporto,2005.0,International Fantasy Film Award,Nominated,en
Paul Schrader,Cannes Film Festival,1985.0,Best Artistic Contribution,Won,en
Jun Lana,Star Awards for Movies,1999.0,Star Award,Won,en
Stanley Kwan,Berlin International Film Festival,1998.0,Golden Berlin Bear,Nominated,cn
Dan Katzir,Taiwan International Documentary Film Festival,1998.0,Merit Award,Won,en
Mong-Hong Chung,Mar del Plata Film Festival,2010.0,Best Film,Nominated,zh
Ethan Coen,Houston Film Critics Society Awards,2013.0,Lifetime Achievement Award,Won,en
Mirjam Leuze,Munich International Documentary Festival (DOK.fest),2014.0,Viktor Award,Nominated,en
Laís Bodanzky,São Paulo Association of Art Critics Awards,2011.0,APCA Trophy,Won,pt
Paloma Baeza,Santa Barbara International Film Festival,2010.0,Bruce Corwin Award,Nominated,en
Bill Guttentag,"Writers Guild of America, USA",2010.0,Documentary Screenplay Award,Nominated,en
Barbra Streisand,David di Donatello Awards,1988.0,David,Nominated,en
Israel Horovitz,"Order of Arts and Letters, France",2012.0,Commander of the Order of Arts and Letters,Won,en
Irene M. Borrego,Madrid International Documentary Film Festival,2005.0,Best Short Documentary,Nominated,es
Stephan Wagner,Baden-Baden TV Film Festival,2012.0,3Sat Audience Award,Nominated,de
Peter Kay,Festival de Television de Monte Carlo,2016.0,Golden Nymph,Nominated,en
Jia Zhangke,Venice Film Festival,2000.0,Golden Lion,Nominated,zh
